ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile
Henri_Becquerel,"When Becquerel discovered radioactivity, whose work did he investigate?",Wilhelm Conrad Röntgen,hard,hard,data/set4/a9
Henri_Becquerel,Where are there craters named Becquerel?,Moon and Mars,hard,hard,data/set4/a9
Henri_Becquerel,Where are there craters named Becquerel?,on the moon and on mars,hard,medium,data/set4/a9
Henri_Becquerel,Why did Bequerel win the Nobel Prize in Physics?,discovery of spontaneous radioactivity,hard,hard,data/set4/a9
Henri_Becquerel,Why did Bequerel win the Nobel Prize in Physics?,was the discoverer of radioactivity,hard,hard,data/set4/a9
Isaac_Newton,Was Isaac Newton British?,Yes.,easy,medium,data/set4/a1
Isaac_Newton,Was Isaac Newton British?,"Yes, he was English.",easy,hard,data/set4/a1
Isaac_Newton,Was Isaac Newton religious?,It is not clear.,easy,too hard,data/set4/a1
Isaac_Newton,Was Isaac Newton religious?,"Yes, he was highly religious, though an unorthodox Christian.",easy,easy,data/set4/a1
Isaac_Newton,Did Isaac Newton die in 1898?,No.,easy,easy,data/set4/a1
Isaac_Newton,Did Isaac Newton die in 1898?,"No, Newton died in his sleep in London on 31 March 1727.",easy,easy,data/set4/a1
Isaac_Newton,Where was Isaac Newton born?,At Woolsthorpe Manor in Woosthorpe-by-Colsterworth.,medium,medium,data/set4/a1
Isaac_Newton,Where was Isaac Newton born?,"He was born at Woolsthorpe Manor in Woolsthorpe-by-Colsterworth, a hamlet in the county of Lincolnshire.",medium,medium,data/set4/a1
Isaac_Newton,Who shares credit with Isaac Newton for developing calculus?,Gottfried Leibniz.,medium,medium,data/set4/a1
Isaac_Newton,Who shares credit with Isaac Newton for developing calculus?,Newton shares the credit with Gottfried Leibniz for the development of the differential and integral calculus.,medium,medium,data/set4/a1
Isaac_Newton,When did Isaac Newton discover the generalized binomial theorem?,In 1665.,medium,medium,data/set4/a1
Isaac_Newton,Did the Occult influence Newton's theory of gravitation?,Yes.,hard,hard,data/set4/a1
Isaac_Newton,Did the Occult influence Newton's theory of gravitation?,"If Newton had not relied on the occult idea of action at a distance, he might not have developed his theory of gravity.",hard,too hard,data/set4/a1
Isaac_Newton,Were Newton's religious views consistent with Anglicanism?,No.,hard,hard,data/set4/a1
Isaac_Newton,Were Newton's religious views consistent with Anglicanism?,"No, a conflict between Newton's religious views and Anglican orthodoxy was averted.",hard,too hard,data/set4/a1
Isaac_Newton,Which fruit inspired Isaac Newton's theory of gravitation?,The apple.,hard,medium,data/set4/a1
Isaac_Newton,Which fruit inspired Isaac Newton's theory of gravitation?,Isaac Newton's theory of gravitation was inspired by watching the fall of an apple from a tree.,hard,hard,data/set4/a1
Isaac_Newton,Was Sir Isaac Newton an English physicist and mathematician?,yes,easy,easy,data/set4/a1
Isaac_Newton,Did he build the first practical reflecting telescope?,yes,easy,easy,data/set4/a1
Isaac_Newton,"Was Isaac Newton educated at The King's Schol, Grantham?",yes,easy,easy,data/set4/a1
Isaac_Newton,Where was Isaac Newton born?,Woolsthorpe Manor in Woolsthorpe-by-Colsterworth,medium,medium,data/set4/a1
Isaac_Newton,When was the Principia published?,1687,medium,medium,data/set4/a1
Isaac_Newton,Where is there a Newton statue on display?,Oxford University Museum of Natural History ,medium,medium,data/set4/a1
Isaac_Newton,Where is there a Newton statue on display?,Oxford University Museum of Natural History,medium,medium,data/set4/a1
Isaac_Newton,Where was Isaac Newton buried?,Westminster Abbey,hard,medium,data/set4/a1
Isaac_Newton,What religion did Isaac Newton follow?,he never made a public declaration of his private faith,hard,too hard,data/set4/a1
Isaac_Newton,What religion did Isaac Newton follow?,unorthodox Christian,hard,medium,data/set4/a1
Isaac_Newton,What food gave Isaac Newton clues to his theory of gravity?,apple,hard,hard,data/set4/a1
Jackson_Pollock,Who was a farmer and later a land surveyor for the government?, LeRoy Pollock was a farmer and later a land surveyor for the government.,NULL,medium,data/set6/a9
Jackson_Pollock,"Regarding this topic, what did David Alfaro Siqueiros do?",Pollock was introduced to the use of liquid paint in 1936 at an experimental workshop operated in New York City by the Mexican muralist David Alfaro Siqueiros.,NULL,easy,data/set6/a9
Jackson_Pollock,"Who used hardened brushes, sticks,?","Jackson Pollock used hardened brushes, sticks.",NULL,medium,data/set6/a9
Jackson_Pollock,When were his papers donated by Lee Krasner?,In 1983.,NULL,medium,data/set6/a9
Jackson_Pollock,Did Free Jazz feature a Pollock painting as its cover artwork?,Yes.,NULL,easy,data/set6/a9
Jackson_Pollock,Was Paul Jackson Pollock an influential American painter as well as a major figure in the abstract expressionist movement?,"Yes, Pollock was an influential American painter and a major figure in the abstract expressionist movement.",NULL,easy,data/set6/a9
Jackson_Pollock,Give an example of the origins of the term action painting. ,Pollock's technique of pouring and dripping paint is thought to be one of the origins of the term action painting.,NULL,medium,data/set6/a9
Jackson_Pollock,"During his lifetime, did Pollock enjoy considerable fame and notoriety?",Yes.,NULL,easy,data/set6/a9
Jackson_Pollock,Was he regarded as a mostly reclusive artist?,"Yes, he was regarded as a mostly reclusive artist. ",NULL,easy,data/set6/a9
Jakarta,Is the Wisma building the tallest building in Indonesia?,yes,easy,medium,data/set3/a5
Jakarta,Is the Wisma building the tallest building in Indonesia?,"Yes,",easy,easy,data/set3/a5
Jakarta,is there a chinese community in jakarta?,yes,easy,medium,data/set3/a5
Jakarta,is there a chinese community in jakarta?,Yes.,easy,easy,data/set3/a5
Jakarta,Is Jakarta the 12th largest city in the world?,yes,easy,medium,data/set3/a5
Jakarta,Is Jakarta the 12th largest city in the world?,Yes.,easy,hard,data/set3/a5
Jakarta,What is the capital of Indonesia?,Jakarta,medium,easy,data/set3/a5
Jakarta,What is the capital of Indonesia?,The capital of Indonesia is Jakarta.,medium,easy,data/set3/a5
Jakarta,What is the official name of Jakarta?,Daerah Khusus Ibukota Jakarta,medium,easy,data/set3/a5
Jakarta,What is the official name of Jakarta?,Daerah Khusus.,medium,easy,data/set3/a5
Jakarta,How is the climate in the city?,Jakarta has a hot and humid equatorial/tropical climate ,medium,medium,data/set3/a5
Jakarta,How is the climate in the city?,The city is hot and humid.,medium,medium,data/set3/a5
Jakarta,Where does the name of the city Jakarta come from?,"The name Jakarta is derived from the Sanskrit word ""Jayakarta.""",hard,medium,data/set3/a5
Jakarta,How is the city's governor chosen?,election,hard,hard,data/set3/a5
Jakarta,How is the city's governor chosen?,Through election.,hard,hard,data/set3/a5
Jakarta,Why does Jakarta suffer frequent flooding?,Because it is located approximately eight meters above the sea level,hard,hard,data/set3/a5
Jakarta,Why does Jakarta suffer frequent flooding?,"The fact that the northern part of Jakarta lies on a plain, approximately eight meters above the sea level.",hard,hard,data/set3/a5
Jakarta,Is the the biggest university in Jakarta the University of Indonesia,yes,easy,easy,data/set3/a5
Jakarta,Is Jakarta a city,yes,easy,easy,data/set3/a5
Jakarta,Is the most important river the Ciliwung River,yes,easy,easy,data/set3/a5
Jakarta,Where is Jakarta located,northwest coast of Java,medium,medium,data/set3/a5
Jakarta,Where is Jakarta located,On the northwest coast of Java,medium,medium,data/set3/a5
Jakarta,Who created Monas Park,General Herman Willem Deandels,medium,medium,data/set3/a5
Jakarta,Who created Monas Park,Dutch Governor General Herman Willem Deandels,medium,hard,data/set3/a5
Jakarta,Do mikrolets travel on the main roads?,no,hard,medium,data/set3/a5
Jakarta,What contributes to frequent flooding in Jakarta,"Jakarta lies on a plain eight meters, approximately eight meters above the sea level.",hard,medium,data/set3/a5
Jakarta,What contributes to frequent flooding in Jakarta,"It lies on a plain, approximately eight meters above the sea level",hard,medium,data/set3/a5
Jakarta,Did the economy improve in Jakarta in 2007,yes,hard,hard,data/set3/a5
Jakarta,"In AD 39, King Purnawarman established Sunda Pura as a new capital city for the kingdom, located at the northern coast of where?",Java,NULL,medium,data/set3/a5
Jakarta,"In 1602, the British East India Company's first voyage, commanded by Sir who, arrived in Aceh and sailed on to Banten where they were allowed to build a trading post?",James Lancaster,NULL,medium,data/set3/a5
Jakarta,Who began control of migration to the city in order to stem the overcrowding and poverty?,Lieutenant General Ali Sadikin began control of migration to the city in order to stem the overcrowding and poverty.,NULL,hard,data/set3/a5
Jakarta,Did Jayawikarta's soldiers attack the Dutch fortress?,yes,NULL,easy,data/set3/a5
Jakarta,Did Suharto resign as president?,Yes,NULL,easy,data/set3/a5
Jakarta,Was the Jakarta area part of the fourth century Indianized kingdom of Tarumanagara?,Yes,NULL,easy,data/set3/a5
Jakarta,Do other landmarks include the Istiqlal Mosque as well as Jakarta Cathedral?,Yes,NULL,easy,data/set3/a5
Jakarta,Give an example of the many Sukarno era monuments in the city. ,The West Irian Liberation Statue is one of the many Sukarno era monuments in the city. ,NULL,medium,data/set3/a5
Jakarta,"Is Jakarta the country's economic, cultural and political center?",Yes.,NULL,easy,data/set3/a5
James_Watt,Is James Watt French?,"No, he was Scottish.",easy,easy,data/set4/a2
James_Watt,Is James Watt French?,No,easy,easy,data/set4/a2
James_Watt,Did James Watt improve an engine?,"Yes, his improvements to the Newcomen steam engine were fundamental to the changes brought by the Industrial Revolution.",easy,easy,data/set4/a2
James_Watt,Did James Watt improve an engine?,Yes,easy,easy,data/set4/a2
James_Watt,Is there a statue of Watt in the White House?,"No, a colossal statue of Watt by Chantrey was placed in Westminster Abbey, and later was moved to St. Paul's Cathedral.",easy,easy,data/set4/a2
James_Watt,Is there a statue of Watt in the White House?,No,easy,easy,data/set4/a2
James_Watt,What was James Watt's father's job?,"His father was a shipwright, ship owner and contractor, and served as the town's chief baillie.",medium,hard,data/set4/a2
James_Watt,When did Watt retire?,In 1800.,medium,medium,data/set4/a2
James_Watt,When did Watt retire?,Watt retired in 1800.,medium,medium,data/set4/a2
James_Watt,Where is the James Watt Memorial College?,In Greenock.,medium,medium,data/set4/a2
James_Watt,Where is the James Watt Memorial College?,The James Watt Memorial  is in Greenock.,medium,medium,data/set4/a2
James_Watt,Why is the watt named after Watt?,The watt is named after him for his contributions to the development of the steam engine.,hard,medium,data/set4/a2
James_Watt,Why is the watt named after Watt?,The watt is named after James Watt for his contributions to the development of the steam engine.,hard,medium,data/set4/a2
James_Watt,Where did Watt attend university?,Watt did not attend school regularly.,hard,too hard,data/set4/a2
James_Watt,Where did Watt attend university?,He did not attend a university.,hard,too hard,data/set4/a2
James_Watt,What did he invent?,"He invented a new method of measuring distances by telescope, a device for copying letters, improvements in the oil lamp, a steam mangle and a machine for copying sculptures.",hard,medium,data/set4/a2
Koala,What happened in the early 20th century?,The koalas of South Australia were largely exterminated.,NULL,medium,data/set1/a3
Koala,Do Koalas have a slow metabolism?,yes,NULL,easy,data/set1/a3
Koala,Did eucalypt forests grow in the place of rainforests?,"Yes, the koala did not specialise in a diet of eucalyptus until the climate cooled and eucalypt forests grew in the place of rainforests.",NULL,easy,data/set1/a3
Koala,Does the koala fill the same ecological role as the sloth of South America?,The koala fills the same ecological role as the sloth of South America.,NULL,easy,data/set1/a3
Koala,Is the long term viability of the koala therefore threatened by genetic weakness?,The long term viability of the koala is therefore threatened by genetic weakness.,NULL,easy,data/set1/a3
Koala,"Is the koala found in coastal regions of eastern and southern Australia, from near Adelaide to the southern part of Cape York Peninsula?",yes,NULL,easy,data/set1/a3
Koala,Do populations also extend for considerable distances inland in regions with enough moisture to support suitable woodlands?,Populations also extend for considerable distances inland in regions with enough moisture to support suitable woodlands.,NULL,easy,data/set1/a3
